,Denominacion_Generica_ES,Denominacion,Regimen,Codigo_postal,Localidad,long,lat
752,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP COMUNITAT VALENCIANA,Púb.,46015,VALÈNCIA,-0.394499,39.484419
753,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT GREGORI MAYANS I CISCAR,Priv. Conc.,46701,GANDIA,-0.176028,38.968176
754,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE ESTRANGER EL PLANTÍO INTERNACIONAL SCHOOL,Priv.,46182,PATERNA - LA CAÑADA,-0.486,39.54398
755,CENTRO AUTORIZADO ELEMENTAL DE DANZA,CENTRE ELEMENTAL DE DANSA RAPSODIA,Priv.,46702,GANDIA,-0.184225,38.963405
756,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT EL PRAT,Priv. Conc.,46160,LLÍRIA,-0.58367,39.642385
757,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL CONVENT,Púb.,46260,ALBERIC,-0.51645,39.117271
758,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VICENT RICARD BONILLO,Púb.,46910,BENETÚSSER,-0.393813,39.419685
759,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES LES ALFÀBEGUES,Púb.,46117,BÉTERA,-0.462713,39.595747
760,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA RAFAEL TALENS PELLÓ,Púb.,46400,CULLERA,-0.252594,39.159844
761,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES RAMON MUNTANER,Púb.,46950,XIRIVELLA,-0.429711,39.463638
762,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,Púb.,46900,TORRENT,-0.479429,39.423439
763,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP TEVIÁN,Priv.,46004,VALÈNCIA,-0.370317,39.468866
764,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,CEE PRIV. EDUCATIO. DIFICULTADES APRENDIZAJE Y PAT. LENGUAJE,Priv.,46182,PATERNA - LA CAÑADA,-0.490638,39.520692
765,CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL,CIPFP MISERICÒRDIA,Púb.,46014,VALÈNCIA,-0.410099,39.464891
766,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES ENRIC VALOR,Púb.,46210,PICANYA,-0.430237,39.433655
767,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES NÚMERO 26,Púb.,46014,VALÈNCIA,-0.410142,39.464758
768,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE ESTRANGER ENGLISH SCHOOL LOS OLIVOS,Priv.,46110,GODELLA,-0.433488,39.532214
769,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MONTDÚVER,Púb.,46701,GANDIA,-0.186896,38.972564
770,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MARTÍNEZ VALLS,Púb.,46870,ONTINYENT,-0.597864,38.823385
771,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP PROFESOR SANCHIS GUARNER,Púb.,46019,VALÈNCIA,-0.378213,39.492376
772,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MAX AUB,Púb.,46009,VALÈNCIA,-0.370143,39.48791
773,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES ORRIOLS,Púb.,46019,VALÈNCIA,-0.366964,39.496135
774,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CIUDAD DE BOLONIA,Púb.,46014,VALÈNCIA,-0.402063,39.461627
775,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT HELIOS,Priv.,46183,L'ELIANA,-0.50728,39.558961
776,CENTRO INTEGRADO DE MÚSICA Y ENSEÑANZAS DE RÉGIMEN GENERAL,CENTRE INTEGRAT EL DRAC,Priv. Conc.,46901,TORRENT - MONTE VEDAT,-0.500762,39.419991
777,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA LIRA ALMUSAFENSE,Priv.,46440,ALMUSSAFES,-0.414,39.293802
778,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ MANUEL IZQUIERDO,Púb.,46470,CATARROJA,-0.409716,39.403588
779,CENTRO AUTORIZADO ELEMENTAL DE MÚSICA,CENTRE ELEMENTAL DE MÚSICA MAESTRO VALDOVÍN,Priv.,46702,GANDIA,-0.186633,38.967359
780,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL GARBÍ,Púb.,46183,L'ELIANA,-0.526002,39.569248
781,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP L'ALMASSIL,Púb.,46920,MISLATA,-0.424245,39.475115
782,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ALFADALÍ,Púb.,46780,OLIVA,-0.111494,38.911673
783,CENTRO DE EDUCACIÓN ESPECIAL,CEE PÚB. VALL BLANCA,Púb.,46870,ONTINYENT,-0.627288,38.829403
784,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP GUILLEM D'ENTENÇA,Púb.,46540,EL PUIG DE SANTA MARIA,-0.306008,39.592478
785,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP PROFESOR TIERNO GALVÁN,Púb.,46520,SAGUNT - EL PUERTO SAGUNTO,-0.231759,39.664695
786,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP FEDERICO GARCÍA LORCA,Púb.,46021,VALÈNCIA,-0.351519,39.478672
787,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LLUÍS GUARNER,Púb.,46015,VALÈNCIA,-0.398619,39.494261
788,ESCUELA OFICIAL DE IDIOMAS,ESCOLA OFICIAL IDIOMES ALZIRA,Púb.,46600,ALZIRA,-0.440665,39.149491
789,ESCUELA OFICIAL DE IDIOMAS,ESCOLA OFICIAL IDIOMES GANDIA,Púb.,46701,GANDIA,-0.177352,38.975093
790,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,"CENTRE PRIV. ED. INFANTIL LA GACELA, SL",Priv. Conc.,46980,PATERNA,-0.430859,39.496168
791,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES BALEARES,Púb.,46023,VALÈNCIA,-0.341156,39.459115
792,CENTRO AUTORIZADO ELEMENTAL DE MÚSICA,CENTRE ELEMENTAL DE MÚSICA AURORA I,Priv.,46005,VALÈNCIA,-0.368627,39.466067
793,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE DANZA,CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL,Priv.,46022,VALÈNCIA,-0.336918,39.465156
794,ESCUELA PÚBLICA DE MÚSICA,E. DE MÚSICA MUNICIPAL,Púb.,46812,AIELO DE MALFERIT,-0.589753,38.87818
795,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA MAESTRO PONCE,Púb.,46821,CHELLA,-0.661842,39.042838
796,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES LAURONA,Púb.,46160,LLÍRIA,-0.591009,39.633894
797,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES ENRIQUE TIERNO GALVÁN,Púb.,46113,MONCADA,-0.392166,39.540352
798,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA MIGUEL ESPARZA,Priv.,46815,LA LLOSA DE RANES,-0.534293,39.019054
799,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SAN ANTONIO DE PADUA II,Priv. Conc.,46470,CATARROJA,-0.409144,39.404242
800,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DOCTOR LLUÍS SIMARRO LACABRA,Púb.,46800,XÀTIVA,-0.535412,38.986134
801,CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL,CIPFP COMPLEJO EDUCATIVO DE CHESTE,Púb.,46380,CHESTE,-0.645962,39.480394
802,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA EDUARDO ARNAU,Priv.,46760,TAVERNES DE LA VALLDIGNA,-0.262129,39.071762
803,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA EDUCANDOS DE LA SOCIEDAD MUSICAL,Priv.,46600,ALZIRA,-0.433442,39.150468
804,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA L'ALCUDIA,Priv.,46250,L'ALCÚDIA,-0.502201,39.195869
805,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA P.GARCÍA CHORNET,Púb.,46240,CARLET,-0.525059,39.226992
806,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA JOAQUÍN RODRIGO,Priv.,46500,SAGUNT,-0.277999,39.680512
807,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,Púb.,46190,RIBA-ROJA DE TÚRIA,-0.570482,39.541107
808,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES BENIMÀMET,Púb.,46035,VALÈNCIA - BENIMAMET-BENIFERRI,-0.423961,39.50409
809,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP ACADEMIA DE PELUQUERÍA VALENCIA,Priv.,46009,VALÈNCIA,-0.385404,39.483943
810,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LA MURTERA,Púb.,46724,ADOR - PALMA DE GANDIA,-0.223911,38.922274
811,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VICENTE RIUS GUILLEMES,Púb.,46650,CANALS,-0.57601,38.968502
812,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BERTOMEU LLORENS I ROYO,Púb.,46470,CATARROJA,-0.400529,39.406266
813,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES LA GARRIGOSA,Púb.,46133,MELIANA,-0.346836,39.525792
814,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DE SEDAVÍ,Púb.,46910,SEDAVÍ,-0.382022,39.427086
815,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES SERRA PERENXISA,Púb.,46900,TORRENT,-0.46635,39.429473
816,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL SANTA GEMA,Priv. Conc.,46100,BURJASSOT,-0.415973,39.514822
817,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT PLEYADE,Priv. Conc.,46901,TORRENT - MONTE VEDAT,-0.496989,39.420706
818,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP ACAD. DE PELUQUERÍA MONCADA,Priv.,46113,MONCADA,-0.396152,39.54551
819,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRO PÚBLICO FPA JAIME I,Púb.,46140,ADEMUZ,-1.285779,40.060148
820,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA ENRIC VALOR,Púb.,46970,ALAQUÀS,-0.456501,39.45785
821,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA ENRIC VALOR,Púb.,46600,ALZIRA,-0.429893,39.152937
822,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA CLARA CAMPOAMOR,Púb.,46960,ALDAIA,-0.463432,39.462364
823,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA JAUME I,Púb.,46680,ALGEMESÍ,-0.434057,39.188261
824,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRO PÚBLICO FPA VALLE DE AYORA,Púb.,46620,AYORA,-1.056383,39.061882
825,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA ESCOLA D'ADULTS,Púb.,46740,CARCAIXENT,-0.436253,39.12505
826,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA ESCOLA D'ADULTS,Púb.,46930,QUART DE POBLET,-0.454139,39.482466
827,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA ENRIC VALOR,Púb.,46950,XIRIVELLA,-0.431274,39.464017
828,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRO PÚBLICO FPA ESCUELA DE ADULTOS,Púb.,46370,CHIVA,-0.713618,39.474001
829,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRO PÚBLICO FPA SIMÓN MONERRIS,Púb.,46810,ENGUERA,-0.687638,38.976609
830,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA JAUME I,Púb.,46701,GANDIA,-0.181414,38.96896
831,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA,Púb.,46110,GODELLA,-0.418693,39.523475
832,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA FRANCESC BOSCH I MORATA,Púb.,46800,XÀTIVA,-0.520964,38.986688
833,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA ALTS DEL MERCAT,Púb.,46160,LLÍRIA,-0.592474,39.632304
834,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA MENICIL,Púb.,46940,MANISES,-0.470535,39.494611
835,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA SERAFÍ DE CENTELLES,Púb.,46780,OLIVA,-0.121686,38.923802
836,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA SANT CARLES,Púb.,46870,ONTINYENT,-0.60796,38.82341
837,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA,Púb.,46980,PATERNA,-0.43759,39.502077
838,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA,Púb.,46220,PICASSENT,-0.464028,39.359611
839,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA M. PÉREZ SÁNCHEZ,Púb.,46340,REQUENA,-1.100904,39.490043
840,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRO PÚBLICO FPA ANTIGUA ESCUELA ZORITA,Púb.,46340,REQUENA,-1.108041,39.48831
841,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA MIGUEL HERNÁNDEZ,Púb.,46520,SAGUNT - EL PUERTO SAGUNTO,-0.224388,39.664499
842,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA MIQUEL ROSANES,Púb.,46410,SUECA,-0.312377,39.20226
843,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRO PÚBLICO FPA LA SERRANÍA,Púb.,46177,TUÉJAR,-1.041749,39.766548
844,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA FONT DE SANT LLUÍS,Púb.,46013,VALÈNCIA,-0.367473,39.450021
845,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA MALVARROSA,Púb.,46011,VALÈNCIA,-0.327692,39.477388
846,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA CENTRO SOCIAL DEL GRAO,Púb.,46022,VALÈNCIA,-0.342454,39.466125
847,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA ESCUELA POPULAR NAZARET,Púb.,46024,VALÈNCIA,-0.333399,39.448282
848,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA L'ALGUER,Púb.,46022,VALÈNCIA,-0.337535,39.473115
849,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA REINA DOÑA GERMANA,Púb.,46019,VALÈNCIA,-0.366846,39.494905
850,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA SANT MARCEL·LÍ,Púb.,46017,VALÈNCIA,-0.391399,39.446517
851,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA SERRANO MORALES,Púb.,46008,VALÈNCIA,-0.388534,39.467988
852,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,CENTRE PÚBLIC FPA PARC DE L'OEST,Púb.,46018,VALÈNCIA,-0.401891,39.467021
853,CENTRO AUTORIZADO ELEMENTAL DE DANZA,CENTRE ELEMENTAL DE DANSA PASO A DOS,Priv.,46600,ALZIRA,-0.434872,39.149782
854,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE ESTRANGER CAXTON COLLEGE,Priv.,46530,PUÇOL,-0.30218,39.625871
855,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL TORRENT,Priv.,46900,TORRENT,-0.466689,39.435729
856,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES FRANCESC FERRER I GUÀRDIA,Púb.,46020,VALÈNCIA,-0.355275,39.481951
857,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA C. ESTUDIOS MUSICALES,Priv.,46450,BENIFAIÓ,-0.428488,39.285287
858,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA SOC. UNIÓN MUSICAL SANTA CECILIA,Priv.,46610,GUADASSUAR,-0.479606,39.184953
859,CENTRO AUTORIZADO ELEMENTAL DE MÚSICA,"CENTRE ELEMENTAL DE MÚSICA ALSINA, ASOCIACIÓN",Priv.,46008,VALÈNCIA,-0.387184,39.468533
860,CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL,CIPFP MISLATA,Púb.,46920,MISLATA,-0.421965,39.481661
861,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES LA SENDA,Púb.,46930,QUART DE POBLET,-0.43194,39.478042
862,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA MESTRE MEDINA,Priv.,46970,ALAQUÀS,-0.459827,39.456338
863,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA C. MUS. I INST.STA CECILIA DE PUÇOL,Priv.,46530,PUÇOL,-0.308411,39.616503
864,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CENTRO MUSICAL,Priv.,46110,GODELLA,-0.406384,39.516668
865,ESCUELA PÚBLICA DE MÚSICA,E. DE MÚSICA MUNICIPAL,Púb.,46950,XIRIVELLA,-0.425141,39.465532
866,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES JOSÉ BALLESTER GOZALVO,Púb.,46019,VALÈNCIA,-0.379586,39.496557
867,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE LA FONT DE LA ROSA,Púb.,46960,ALDAIA,-0.460095,39.465388
868,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL PONTET,Púb.,46440,ALMUSSAFES,-0.415539,39.289073
869,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP REI EN JAUME,Púb.,46134,FOIOS,-0.351139,39.537381
870,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL PATI,Púb.,46460,SILLA,-0.413564,39.358591
871,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP L'AMISTAT,Púb.,46022,VALÈNCIA,-0.350177,39.472357
872,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CENTRO INSTRUCTIVO MUSICAL MISLATA,Priv.,46920,MISLATA,-0.414814,39.474051
873,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES MARÍA MOLINER,Púb.,46520,SAGUNT - EL PUERTO SAGUNTO,-0.223385,39.664088
874,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MESTALLA,Púb.,46021,VALÈNCIA,-0.356627,39.471864
875,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT MADRE PETRA,Priv. Conc.,46901,TORRENT - MONTE VEDAT,-0.491669,39.417281
876,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA LOS SILOS,Priv.,46100,BURJASSOT,-0.411655,39.50945
877,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA ESCOLA D'EDUCANDOS DE L'AMISTAT,Priv.,46930,QUART DE POBLET,-0.441977,39.482748
878,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA DE EDUCANDOS,Priv.,46220,PICASSENT,-0.460964,39.362274
879,CENTRO AUTORIZADO ELEMENTAL DE DANZA,CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA),Priv.,46008,VALÈNCIA,-0.385401,39.477728
880,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA LA LIRA,Priv.,46270,CASTELLÓ,-0.512974,39.07789
881,CENTRO AUTORIZADO ELEMENTAL DE MÚSICA,CENTRE ELEMENTAL DE MÚSICA C.ESTUDIS MUSICALS MESTRE PALAU,Priv.,46113,MONCADA,-0.393609,39.544914
882,CENTRO DE EDUCACIÓN ESPECIAL,CEE PÚB. LA UNIÓN,Púb.,46900,TORRENT,-0.497003,39.400914
883,CONSERVATORIO PROFESIONAL DE DANZA,CONSERVATORI PROFESSIONAL DE DANSA,Púb.,46190,RIBA-ROJA DE TÚRIA,-0.570584,39.541024
884,SECCIÓN DE EDUCACIÓN SECUNDARIA,SECCIÓ EDUCACIÓ SECUNDÀRIA NÚMERO 1,Púb.,46220,PICASSENT,-0.436621,39.312552
885,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE EL TABALET,Púb.,46511,BENIFAIRÓ DE LES VALLS,-0.282721,39.72878
886,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE TULELL,Púb.,46600,ALZIRA,-0.433635,39.158701
887,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE CAPERUCITA ROJA,Púb.,46100,BURJASSOT,-0.419798,39.513676
888,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE EL MOLÍ,Púb.,46980,PATERNA,-0.452642,39.506514
889,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE PULGARCITO,Púb.,46900,TORRENT,-0.475186,39.435215
890,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE CENTRO SOCIAL EL GRAO,Púb.,46022,VALÈNCIA,-0.341917,39.466539
891,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DE ADEMUZ,Púb.,46140,ADEMUZ,-1.285284,40.059896
892,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DE BENAGUASIL,Púb.,46180,BENAGUASIL,-0.58818,39.600348
893,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES LA VALL DE SEGÓ,Púb.,46511,BENIFAIRÓ DE LES VALLS,-0.26511,39.733545
894,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DE BOCAIRENT,Púb.,46880,BOCAIRENT,-0.616618,38.762834
895,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DE ENGUERA,Púb.,46810,ENGUERA,-0.685892,38.982322
896,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DE PUÇOL,Púb.,46530,PUÇOL,-0.314709,39.61497
897,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES PLA DE NADAL,Púb.,46190,RIBA-ROJA DE TÚRIA,-0.57951,39.546584
898,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,CEE PRIV. AVAPACE-VIRGEN DE AGOSTO,Priv. Conc.,46117,BÉTERA,-0.473072,39.583833
899,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MIQUEL ADLERT I NOGUEROL,Púb.,46022,VALÈNCIA,-0.346745,39.467756
900,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS MÚSICA UNIÓ MUSICAL DE BENAGUASIL,Priv.,46180,BENAGUASIL,-0.584935,39.594706
901,ESCUELA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA SOCIEDAD MUSICAL AYORENSE,Priv.,46620,AYORA,-1.058963,39.059617
902,CONSERVATORIO PROFESIONAL DE DANZA,CONSERVATORI PROFESSIONAL DE DANSA,Púb.,46022,VALÈNCIA,-0.347346,39.483642
903,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES BARRI DEL CARME,Púb.,46003,VALÈNCIA,-0.381904,39.479856
904,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES CARLES SALVADOR,Púb.,46960,ALDAIA,-0.457606,39.461296
905,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES HORT DE FELIU,Púb.,46230,ALGINET,-0.463014,39.267231
906,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES DE MOIXENT,Púb.,46640,MOIXENT,-0.75855,38.872258
907,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,Púb.,46160,LLÍRIA,-0.590885,39.623991
908,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE DANZA,CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES,Priv.,46680,ALGEMESÍ,-0.433359,39.189974
909,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES JOAN FUSTER,Púb.,46713,BELLREGUARD,-0.166297,38.944916
910,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES SIVERA FONT,Púb.,46650,CANALS,-0.580897,38.970537
911,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES JOAN LLOPIS MARÍ,Púb.,46400,CULLERA,-0.257846,39.160481
912,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA VICENT VERA,Priv.,46410,SUECA,-0.30961,39.205796
913,CENTRO DOCENTE PRIVADO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE DOCENT PRIVAT FPA CASA DE LOS OBREROS S.VTE. FERRER,Priv.,46001,VALÈNCIA,-0.378127,39.47663
